日期,赛事,比赛,模拟ID,赛制阶段,市场框架,模拟盘口/价格,模拟方向,虚拟仓位单位,基本面拉力,盘口倾向,Polymarket/交易所情绪,流动性,模拟目的,是否主单,赛果,模拟盈亏单位,过程评级,错误类型,模型更新,开赛时间,比赛ID,赛事原始,国家,层级,五大地区筛选
2026-08-29,德甲,多特蒙德 vs 汉堡,20260829-TITAN-3018788-盘口快照-不形成模拟,排名/阶段 2-13,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 2-13；综合评分 主70/客30；伤停 主[23 詹(中场)-十字韧带撕裂、5 本塞拜尼(后卫)-挫伤肋骨、4 施洛特贝克(后卫)-踝关节内韧带撕裂、17 楚克乌梅...] / 客[28 穆海姆(后卫)-内收肌问题、17 奥马里(后卫)-肩部损伤、多姆普-伤病、70 埃米尔萨希提(前锋)-疑似伤病]；首发未接入/待赛前1小时核；近况 全部/记录: 主6胜0平4负 / 客3胜3平4负；主队 客队/记录: 主7胜0平3负 / 客4胜3平3负；H2H 全部/记录: 主5胜1平0负 / 客0胜1平5负；主客相同/记录: 主5胜0平1负 / 客1胜0平5负,Titan007亚盘 开 0.92/1.5/0.9；即 0.91/1.5/0.98；欧赔 开 1.32/5.54/8.67；即 1.33/5.3/8.12；去水 主70.7%/平17.7%/客11.6%；返还率94.0%；大小球 开 0.9/3.0/0.9；即 1.04/3.25/0.84；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.91，下盘水位0.98，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,2-0,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3018788,德甲,德国,顶级,是
2026-08-29,德甲,埃弗斯堡 vs 勒沃库森,20260829-TITAN-3018789-盘口快照-不形成模拟,排名/阶段 德乙2-6,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 德乙2-6；综合评分 主49/客51；伤停 主[0 路易斯·塞弗特(中卫)-下胫腓联合韧带撕裂、29 汤姆·齐默希德(中场)-受伤] / 客[17 萨吉尔(前锋)-腿筋受伤、42 卡尔布雷斯(中场)-脚伤、23 艾希霍恩(中场)-生病、11 特雷尔(前锋)-受伤...]；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜2平3负 / 客5胜2平3负；主队 客队/记录: 主7胜1平2负 / 客5胜2平3负；H2H 全部/记录: 主1胜0平1负 / 客1胜0平1负；主客相同/记录: 主1胜0平0负 / 客0胜0平1负,Titan007亚盘 开 0.92/-1.0/0.9；即 0.92/-1.0/0.97；欧赔 开 4.99/4.44/1.59；即 5.16/4.52/1.54；去水 主18.2%/平20.8%/客61.0%；返还率94.0%；大小球 开 0.95/3.25/0.85；即 0.96/3.25/0.92；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.97，下盘水位0.92，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,3-2,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3018789,德甲,德国,顶级,是
2026-08-29,德甲,科隆 vs 霍芬海姆,20260829-TITAN-3018790-盘口快照-不形成模拟,排名/阶段 14-5,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 14-5；综合评分 主41/客59；伤停 主[7 L·瓦尔德施密特(前锋)-肌肉问题、28 塞巴斯蒂安·索拉斯(后卫)-腿筋受伤、37 L·马伊纳(前锋)-疑似伤病] / 客[19 T.伦佩勒(前锋)-间接红牌停赛、22 A·普拉斯(中场)-内收肌问题、11 菲斯尼克·阿斯拉尼(前锋)-膝关节问...]；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜5平3负 / 客4胜3平3负；主队 客队/记录: 主3胜2平5负 / 客5胜2平3负；H2H 全部/记录: 主2胜3平1负 / 客1胜3平2负；主客相同/记录: 主0胜2平4负 / 客4胜2平0负,Titan007亚盘 开 0.9/-0.25/0.92；即 0.93/-0.25/0.96；欧赔 开 2.96/3.67/2.24；即 2.94/3.62/2.23；去水 主31.9%/平25.9%/客42.1%；返还率93.9%；大小球 开 0.9/3.0/0.9；即 0.86/3.0/1.02；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.96，下盘水位0.93，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,3-2,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3018790,德甲,德国,顶级,是
2026-08-29,德甲,美因茨 vs 帕德博恩,20260829-TITAN-3018792-盘口快照-不形成模拟,排名/阶段 10-德乙3,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 10-德乙3；综合评分 主66/客34；伤停 主[8 P.内贝尔(中场)-内收肌损伤、6 E·马特尔(中场)-内韧带损伤、26 西拉斯(前锋)-胫骨腓骨骨折、0 本尼迪克...] / 客[30 汤米·盖尔(中场)-十字韧带撕裂、23 授予(后卫)-受伤、26 塞巴斯蒂安.克拉斯(中场)-受伤]；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜1平4负 / 客4胜4平2负；主队 客队/记录: 主5胜2平3负 / 客4胜4平2负；H2H 全部/记录: 主4胜2平0负 / 客0胜2平4负；主客相同/记录: 主3胜0平0负 / 客0胜0平3负,Titan007亚盘 开 0.9/0.75/0.92；即 0.92/1.0/0.97；欧赔 开 1.61/4.15/5.22；即 1.67/3.95/4.67；去水 主56.2%/平23.7%/客20.1%；返还率93.8%；大小球 开 0.9/2.75/0.9；即 0.95/3.0/0.93；亚盘意图候选：真实示强/阻上（中证据）；依据：主队上盘，让球加深，上盘水位0.92，下盘水位0.97，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,0-0,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3018792,德甲,德国,顶级,是
2026-08-29,德甲,RB莱比锡 vs 门兴格拉德巴赫,20260829-TITAN-3018793-盘口快照-不形成模拟,排名/阶段 3-12,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 3-12；综合评分 主67/客33；伤停 主[5 埃斯特维(后卫)-大腿问题、20 奥德拉奥戈(中场)-肩部损伤、14 鲍姆加特纳(中场)-腿筋受伤、13 尼兰德(守...] / 客[26 科诺普利亚(后卫)-膝关节内侧韧带断裂、17 卡斯特罗普(中场)-肩部损伤、2 法比奥·奇亚罗迪(后卫)-恢复性运...]；首发未接入/待赛前1小时核；近况 全部/记录: 主7胜0平3负 / 客4胜4平2负；主队 客队/记录: 主6胜2平2负 / 客1胜4平5负；H2H 全部/记录: 主3胜2平1负 / 客1胜2平3负；主客相同/记录: 主5胜1平0负 / 客0胜1平5负,Titan007亚盘 开 0.9/1.0/0.92；即 0.97/1.0/0.92；欧赔 开 1.58/4.42/5.12；即 1.53/4.44/5.33；去水 主61.3%/平21.1%/客17.6%；返还率93.8%；大小球 开 0.95/3.25/0.85；即 1.03/3.25/0.85；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.97，下盘水位0.92，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,3-0,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3018793,德甲,德国,顶级,是
2026-08-29,德甲,柏林联合 vs 法兰克福,20260829-TITAN-3018794-盘口快照-不形成模拟,排名/阶段 11-8,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 11-8；综合评分 主47/客53；伤停 主[5 弗里德里希(后卫)-撞伤、7 布尔克(前锋)-跟腱问题、23 A.伊里奇(前锋)-食物中毒、3 A.马克格拉夫(后卫...] / 客[20 堂安律(中场)-肌肉问题、34 纳曼迪柯林斯(后卫)-背部问题、16 拉尔松(中场)-肌肉问题、7 卡纳福(前锋)...]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜2平4负 / 客3胜3平4负；主队 客队/记录: 主3胜4平3负 / 客2胜4平4负；H2H 全部/记录: 主2胜3平1负 / 客1胜3平2负；主客相同/记录: 主2胜3平1负 / 客1胜3平2负,Titan007亚盘 开 1.02/0.25/0.8；即 0.95/0.0/0.94；欧赔 开 2.56/3.52/2.62；即 2.42/3.49/2.73；去水 主38.8%/平26.9%/客34.4%；返还率93.8%；大小球 开 0.9/2.75/0.9；即 0.82/2.75/1.06；亚盘意图候选：降温保护/诱下（中证据）；依据：主队上盘，让球退盘，上盘水位0.95，下盘水位0.94，欧赔支持上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,3-3,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3018794,德甲,德国,顶级,是
2026-08-29,德乙,科特布斯 vs 菲尔特,20260829-TITAN-3019112-盘口快照-不形成模拟,排名/阶段 7-17,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 7-17；综合评分 主49/客51；伤停 主[18 埃里克·恩格哈特(中锋)-十字韧带撕裂] / 客[19 赞克(中锋)-外侧半月板撕裂]；首发未接入/待赛前1小时核；近况 全部/记录: 主6胜0平4负 / 客3胜2平5负；主队 客队/记录: 主5胜4平1负 / 客2胜2平6负；H2H 全部/记录: 主1胜0平5负 / 客5胜0平1负；主客相同/记录: 主2胜0平4负 / 客4胜0平2负,Titan007亚盘 开 0.92/0.0/0.96；即 0.92/0.0/0.97；欧赔 开 2.51/3.67/2.51；即 2.53/3.66/2.44；去水 主36.7%/平25.3%/客38.0%；返还率92.7%；大小球 开 0.87/3.0/1.0；即 1.06/3.25/0.82；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.97，下盘水位0.92，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,3-4,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3019112,德乙,德国,次级,是
2026-08-29,德乙,海登海姆 vs 德累斯顿,20260829-TITAN-3019114-盘口快照-不形成模拟,排名/阶段 9-11,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 9-11；综合评分 主54/客46；伤停 主[未接入/待核] / 客[23 L.邦宁(中卫)-脑出血、4 K·施密特(中卫)-十字韧带撕裂、33 克里斯托夫·达弗纳(中锋)-昆虫叮咬、34 ...]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜2平4负 / 客6胜0平4负；主队 客队/记录: 主3胜3平4负 / 客3胜3平4负；H2H 全部/记录: 主3胜2平1负 / 客1胜2平3负；主客相同/记录: 主3胜2平1负 / 客1胜2平3负,Titan007亚盘 开 0.92/0.25/0.96；即 0.94/0.25/0.95；欧赔 开 2.3/3.69/2.77；即 2.15/3.57/3.01；去水 主43.2%/平26.0%/客30.8%；返还率92.8%；大小球 开 0.89/3.0/0.98；即 0.84/3.0/1.04；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.94，下盘水位0.95，欧赔支持上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,5-3,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3019114,德乙,德国,次级,是
2026-08-29,德乙,卡尔斯鲁厄 vs 沃尔夫斯堡,20260829-TITAN-3019115-盘口快照-不形成模拟,排名/阶段 3-4,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 3-4；综合评分 主44/客56；伤停 主[未接入/待核] / 客[24 埃里克森(前腰)-心脏状况、29 威伦罗特尔(守门员)-膝关节损伤、13 罗热里奥(左后卫)-肌肉损伤、0 万科斯...]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜2平4负 / 客3胜6平1负；主队 客队/记录: 主5胜3平2负 / 客3胜5平2负；H2H 全部/记录: 主3胜0平3负 / 客3胜0平3负；主客相同/记录: 主2胜0平2负 / 客2胜0平2负,Titan007亚盘 开 0.93/-0.5/0.95；即 1.05/-0.25/0.84；欧赔 开 3.31/3.69/2.02；即 3.73/3.73/1.85；去水 主24.9%/平24.9%/客50.2%；返还率92.9%；大小球 开 1.02/3.25/0.85；即 0.9/3.0/0.98；亚盘意图候选：降温保护/诱下（中证据）；依据：客队上盘，让球退盘，上盘水位0.84，下盘水位1.05，欧赔支持上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,2-5,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3019115,德乙,德国,次级,是
2026-08-29,德乙,纽伦堡 vs 比勒菲尔德,20260829-TITAN-3019117-盘口快照-不形成模拟,排名/阶段 2-6,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 2-6；综合评分 主62/客38；伤停 主[26 M.克里斯蒂安(守门员)-生病、7 哥内波(右边锋)-生病、0 A·塞雷索利(后卫)-恢复性运动、5 姆克尔奇扬(...] / 客[43 D·里希特(左边锋)-恢复性运动、23 列昂.施奈德(中卫)-肌肉损伤、2 哈格曼(右后卫)-髋屈肌问题]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜5平1负 / 客4胜3平3负；主队 客队/记录: 主7胜1平2负 / 客2胜2平6负；H2H 全部/记录: 主2胜3平1负 / 客1胜3平2负；主客相同/记录: 主3胜1平2负 / 客2胜1平3负,Titan007亚盘 开 0.99/0.25/0.89；即 0.93/0.25/0.96；欧赔 开 2.17/3.63/3.0；即 2.04/3.6/3.31；去水 主45.8%/平26.0%/客28.2%；返还率93.5%；大小球 开 0.9/2.75/0.97；即 0.85/2.75/1.03；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.93，下盘水位0.96，欧赔支持上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,4-1,不计,,五板证据缺失-不形成模拟,本次更新已重新读取即时盘口；纯盘口压力测试不是skill模拟；缺完整五板证据不选方向、不计胜率、不算Kelly?2026-08-30只回填赛果，不修改原赛前盘口/标签/结论。,,3019117,德乙,德国,次级,是
